Country Code,State Code,ZIP/Postcode,City,Rate %,Tax Name,Priority,Compound,Shipping,Tax Class
US,*,*,*,0.0000,Tax Exempt,1,0,1,
US,AZ,85001,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85002,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85003,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85004,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85005,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85006,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85007,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85008,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85009,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85010,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85011,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85012,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85013,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85014,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85015,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85016,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85017,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85018,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85019,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85020,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85021,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85022,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85023,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85024,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85026,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85027,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85028,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85029,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85030,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85031,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85032,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85033,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85034,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85035,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85036,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85037,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85039,MARICOPA COUNTY,8.7000,US AZ,1,1,1,
US,AZ,85040,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85041,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85042,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85043,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85044,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85045,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85046,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85048,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85050,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85051,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85053,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85054,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85060,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85061,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85063,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85064,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85065,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85066,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85067,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85068,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85069,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85070,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85071,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85073,MARICOPA COUNTY,6.3000,US AZ,1,1,1,
US,AZ,85074,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85076,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85078,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85079,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85080,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85082,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85083,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85085,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85086,MARICOPA COUNTY,6.3000,US AZ,1,1,1,
US,AZ,85087,MARICOPA COUNTY,6.3000,US AZ,1,1,1,
US,AZ,85097,PHOENIX,8.7000,US AZ,1,1,1,
US,AZ,85117,APACHE JUNCTION (PINAL CO),9.1000,US AZ,1,1,1,
US,AZ,85118,PINAL COUNTY,6.7000,US AZ,1,1,1,
US,AZ,85119,APACHE JUNCTION (PINAL CO),9.1000,US AZ,1,1,1,
US,AZ,85120,APACHE JUNCTION (PINAL CO),9.1000,US AZ,1,1,1,
US,AZ,85121,CASA GRANDE,8.7000,US AZ,1,1,1,
US,AZ,85122,CASA GRANDE,8.7000,US AZ,1,1,1,
US,AZ,85123,PINAL COUNTY,6.7000,US AZ,1,1,1,
US,AZ,85127,QUEEN CREEK (MARICOPA CO),8.5500,US AZ,1,1,1,
US,AZ,85128,COOLIDGE,9.7000,US AZ,1,1,1,
US,AZ,85130,CASA GRANDE,8.7000,US AZ,1,1,1,
US,AZ,85131,ELOY,9.7000,US AZ,1,1,1,
US,AZ,85132,PINAL COUNTY,6.7000,US AZ,1,1,1,
US,AZ,85135,HAYDEN (GILA CO),9.6000,US AZ,1,1,1,
US,AZ,85137,PINAL COUNTY,6.7000,US AZ,1,1,1,
US,AZ,85138,MARICOPA,8.7000,US AZ,1,1,1,
US,AZ,85139,PINAL COUNTY,6.7000,US AZ,1,1,1,
US,AZ,85140,PINAL COUNTY,6.7000,US AZ,1,1,1,
US,AZ,85141,PINAL COUNTY,6.7000,US AZ,1,1,1,
